"4|44|1|0|0|0|0|0|-4|0|0|0|-6|0|0|0|4|-84|0|-1|1|0|0|0|6|0|0|-6|0|-1|0|0|2|-1|0|-2|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0"
"-118|52|1|0|0|0|0|0|4|1|0|0|3|1|0|0|2|-83|0|-5|-2|0|0|0|-5|-1|1|-6|0|0|0|0|2|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0"
"-199|20|1|0|0|0|0|0|3|1|0|0|9|0|0|0|2|-29|0|3|0|0|0|0|-18|-1|0|-2|0|0|0|0|-2|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-218|0|0|0|0|0|0|0|-1|1|0|0|1|0|0|0|0|2|0|1|0|0|0|0|-2|-1|0|-1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-224|8|0|0|0|0|0|0|1|0|0|0|-1|0|0|0|0|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-246|12|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|-1|0|0|-1|0|1|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-262|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|-3|0|-1|1|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-265|1|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|-1|-3|0|0|0|0|0|0|-1|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-267|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|-1|0|1|1|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-276|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-285|4|1|0|0|0|0|0|-2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-295|4|0|0|0|0|0|0|-1|0|0|0|1|0|0|0|1|-1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-304|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-313|2|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-312|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|0|0|-1|0|0|0|1|0|1|-1|0|0|0|0|-1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-310|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-289|-14|0|0|0|0|0|0|0|0|0|0|-1|1|0|0|-1|-2|0|0|0|0|0|0|1|0|0|-1|0|0|0|0|-1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-257|-13|0|0|0|0|0|0|-2|0|0|0|1|0|0|0|0|-3|0|0|-1|0|0|0|-1|0|-1|0|0|0|0|0|1|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-245|1|0|0|0|0|1|0|1|0|0|0|0|1|0|0|0|-1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-237|-5|0|0|0|0|0|0|1|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|-1|0|-1|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-229|1|0|0|0|0|0|0|-2|0|0|0|0|-1|0|0|0|7|0|0|0|0|0|0|-1|0|0|1|0|0|0|0|-1|0|0|-1|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-238|3|0|0|0|0|0|0|-1|0|0|0|1|0|0|0|1|5|0|0|1|0|0|0|3|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-227|-19|-1|0|0|0|0|0|8|1|0|0|1|0|0|0|-1|-5|0|0|0|0|0|0|6|0|2|-1|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-138|-43|0|0|0|0|-1|0|-3|0|0|0|1|0|0|0|-3|-7|0|0|0|0|0|0|-4|0|0|0|0|-1|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-78|2|0|0|0|0|0|0|-9|-1|0|0|-2|1|0|0|-1|15|0|0|1|0|0|0|-10|-1|1|0|0|1|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-126|31|0|0|0|0|-1|0|0|-1|0|0|0|0|0|0|1|29|0|-3|1|0|0|0|-1|0|1|1|0|1|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-191|23|0|0|0|0|0|0|2|0|0|0|0|0|0|0|3|27|0|0|1|0|0|0|1|0|1|3|0|1|0|0|-1|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-226|7|0|0|0|0|0|0|1|0|0|0|4|0|0|0|2|15|0|-1|0|0|0|0|3|0|0|1|0|0|0|0|-1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-237|5|0|0|0|0|0|0|0|0|0|0|3|0|0|0|1|7|0|0|0|0|0|0|1|0|0|2|0|1|0|0|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-249|5|0|0|0|0|0|0|-1|0|0|0|2|0|0|0|1|4|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-262|4|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|3|0|1|1|0|0|0|0|0|-1|1|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-269|2|0|0|0|0|0|0|-1|-1|0|0|-1|0|0|0|0|-1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-271|-1|0|0|0|0|0|0|2|0|0|0|-1|0|0|0|0|-1|0|0|0|0|0|0|1|0|1|-1|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-267|-3|0|0|0|0|0|0|1|-1|0|0|0|0|0|0|1|-1|0|1|0|0|0|0|-1|0|1|-1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-250|-12|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|-2|-2|0|0|0|0|0|0|3|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-221|-14|0|0|0|0|0|0|1|1|0|0|0|0|0|0|-1|-2|0|0|0|0|0|0|0|0|1|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-199|-4|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|-1|-3|0|0|-1|0|0|0|1|0|1|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-192|-1|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|-3|0|-1|0|0|0|0|2|1|0|-1|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-198|6|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|-7|0|0|0|0|0|0|3|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-202|-5|0|0|0|0|0|0|2|1|0|0|4|1|0|0|0|-13|0|0|1|0|0|0|1|0|0|-3|0|0|0|0|1|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"100|11|0|0|0|0|0|0|-3|0|0|0|-4|0|0|0|1|-5|-1|2|0|0|0|0|8|1|0|-1|0|0|0|0|-1|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"53|29|1|0|0|0|0|0|-5|0|0|0|-8|-1|0|0|2|-47|0|0|-1|0|0|0|15|0|0|-3|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-55|60|0|0|0|0|0|0|-2|-1|0|0|-5|1|0|0|5|-73|0|-2|1|0|0|0|1|1|0|-3|0|-1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-185|40|0|0|0|0|0|0|8|0|0|0|5|-1|0|0|2|-39|0|-1|-2|0|0|0|-22|0|-2|-2|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-226|6|0|0|0|0|0|0|0|0|0|0|1|-1|0|0|0|1|0|1|0|0|0|0|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-242|6|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|-3|-1|0|0|0|0|0|2|-1|0|1|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-254|2|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|-2|0|0|0|0|0|0|-1|0|0|0|0|-1|0|0|-1|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-259|4|0|0|0|0|0|0|1|0|0|0|-1|0|0|0|0|-2|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-270|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"-277|5|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|-1|0|-1|0|0|0|0|1|0|0|1|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
